chosen_label,text
0,and islam is not even a race so how can it be considered racism in the first place
1, zz boring tweet you wish to be my rap ass ghetto ass 
1, cell em with the biggest hairiest bull dykes in the joint
0,are they implying that women are mainly acid attack victims or are they suggesting that male victims should also wear make up and get thrown from a roof top
1, we do not want to be converted years down the line into radical muslim nation
1, and white trailer trash tweets foul christian lies nice mike
0,it time to boycott everything madonna ashley judd and hollywood from now on find other hobbies i will never go to the movies again i will never again idolize these monsters that really hate women if you think about it
0,im not sure about asians any more
0,pc as the group bts retweet if you are an army skip and il hate you
1,entlek percy tau was too much for psl niggers
1,while they purging free speech on social media honestly i think they created free speech web to see how many people come here and what they say against them go to go now need to work to support oppressed niggers fs habits
0, wow and the white supremists and nazis that commit mass shootings and are citing civil war
0, lol the pibble defense brigade out in force in the replies be like well mine dindu nuffin that not how statistics work
0,new single called freak bitch dropping it one of them jawns u keep on repeat on 
1,adulting is the nastiest most ghetto thing ever created and i want nothing to do with it
0, true but i actually looked like a faggot who was ready to suck big black cocks and also might shove some up my ass too
0,all this time i kept thinking the beauty spot on my nose was a blackhead and being a retard i d stand in the mirror trying to squeeze it 
1,again none of your bullshit has changed anything if anything the jews are more powerful since you idiots started yapping years back
0, he muslim and trump hater why do you support him
1,idgaf let the dirty sand niggers fight it out
0,they really publicly hung a elephant for the record i do not think all white people are evil so please miss me with that shit
1, ok u still get passed onto high school retard
0,nawt yall niggers ignoring me
1,why dykes always out here lookin for love you all some emo ass niggas
1,one thing you can count on are the beaner men giving us a pinata full of lurid sex scandals thanks mexico
0,white guilt is essentially the religion of western civilization with the holocaust narrative being the pivotal event that fuels that particular belief system and more and more people are discovering that there is no god
0,to him the imperative now is for people who are offended to stand united against trump and refuse to play into the violence or debates like the one over the confederate monuments because he says that what trump wants projection
1,married homosexual women stephens and sprinkle have officiated at least weddings to various nature entities in nine countries wnd slipperyslopeproof
0,what would you do if you found out your husband or wife was gay this is something that is increasingly happening to couples all over the country and many end up divorcing so that the gay spouse can freely pursue a gay lifestyle michael snyder
1,what do i do about a old lady calling rap nigger music not in my face like behind closed doors the purses she said it to told me like there is no laws against racism so what did you expect me to do
0,hail mary full of grace the lord is with thee blessed art thou among women and blessed is the fruit of thy womb jesus
1,i support trump and i think he knows that britain needs a trump like the dyke needed that little boys finger
0,i hate them off white belts
1,cristina laila retweeted jake tapper i guess all of obama ghetto rap star friends are better you know the guys who rap about raping pimping women selling drugs fakenews jake tapper potus invited sarahpalinusa to dinner and told her to bring some friends
1,bees are yellow nigger skunks
1,jews orchestrate white genocide because whites are the most powerful race the race of conquerors and supreme victors in military culture technology and all forms of civilization you sandniggers are all the same to me jew collaborators when convenient
1,you wish i own my shit see it called work ethic something nigger know nothing about
0,business seven beyond borders working to end child slavery prevent violence against women girls in haiti founded by clinton global initiatives in the business of defending girls yet surrounded by businesses with the pedophile symbol pizzagate twittergate draintheswamp
1,tfw you realize woman were made to wear skirts because it made it easier to rape them hashtag pants gang
0, obviously you have not made it into the 2 1 st century where a sexual advance is harassment and an exercise in white male privilage
0,don t become the nigga das like i am not giving a bitch shit bc das how you block your blessings
1, kike jags up by tds how dose that feel lmfao 
1,note how all the blacks africans wetbacks goatfuckers and queers want to endlessly bitch and cry about how oppressed they are in our white supremacist countries but they never want to leave why is that i wonder showthemthedoor deportthemall
1,in other words a muzrat used a cordless drill in an attack
1,if you are more ghetto than a black girl you should end your life
1,you re ghetto stfu 
0,mlane and we worry about immigrant terrorists ha putin is right he said that he did not have to ruin america because we would ruin ourselves and he gloated when he said it
1,i tried to make friends with these dirty muzzies we could have been cremating the jews side by side but the jeeps kept running out of gas at the parades it was a real downer for everybody muzzies and oil is like kikes and gold
1,if white people should be ashamed for our forfathers slavery then why do arabs get a free pass they are still doing it
1, honey i aint u r just into dykes 
1,how about communist front group antifa it very easy to demonstrate to even the most historically retarded individual that communists have always battled fascists for control tying the two names together also allow you to lay the burden of million deaths at their feet
0, would ya get a load of this nigger lmao
0,i ate dan because it raped me on minecraft
1, called it hours ago and this kike rat would not reply to my calling him out either part time shit tier jidf making some extra shekels lol they are not sending their best yet
1,when they leave they need to begin revoke permission to be in the country and begin mass deportation along with moslem spay and neuter program
1,the only thing sand niggers like more than blowing up buildings is pretending they did not do anything by now they should be out of buildings and rotting in the hot desert sun
1, specifically the male acquiescence to female liberation has resulted in this current conundrum in order to solve the current conundrum women must be de liberated by having their decision making privileges removed
1, got mad at me because i told him he was gay in 4 th grade was i serious yes is he gay yes
1,there are blacks i do not believe should have been killed but king was a nigger and a communist who d nights before his melon got popped been abusing white women forced into sex slavery
1,we wasn t being nice enough is the reason why pakistani moslem men went around gang raping white children according to the politicians media
1,is robert deniro sniffing too many nigger farts from his black wife ass is dis why he talking shit on trump
0, y are u focusing on that when nazis exist
1, all three are illiterate retarded and have nothing to qualify in giving me advice
1,why does vanity fair have a sheboon on its cover did it merge with national geographic vanity fair serena williams alt right
1,someone wanna bring my white honky ass a pumpkin spice latte
0,i find so weird how heteros love using that moon of my life or whatever like i did not watch got but wasn t daenerys literally raped by drogo 
1,i d beat his fucking ass retarded for talking to me like that honestly
1, whoever picked mineecraft is fuckign retarded
0, why does everyone look miserable been watching some of the wider conference and they all look really bored and fed up serious question
1,guilty white hoe ass retarded bad female cops
0, is average height for women you niggas just short
1,and the lesson is that the only just king of the white race is christ the only path to a white nation is his coming kingdom
1, trump is white trash it embarrassing that anyone is lying on his behalf
0, our immigrants less worried about them than i am about the legal residents in the us as you should be
0,whyte men that workout switch harder then women ol jiggly booty
1,get a check and see now these hoes react
1, it just the zoning that retarded
0, will ubi if passed apply only to citizens or immigrants on visas too
0,my pistol mean business that bitch should have a tie on
1, why do you talk just like a muslim from gaza
0, duh of course he gonna be famous in south africa but taylor is white as f but still famous in asia aus europe etc even south africa
0, in the name of humanity iraqi refugees ask the whole world to be mercy with them standwithiraqirefugees
1,mitch is a racist anti american nigger
1,i was listening to some bill burr clips onyoutube i guess he had a podcast or still has one who gives a shit and along comes some negress named nia alliteration classy to bitch about whites people apparently he was is in a relationship with it no more bill burr for me
1,the big showy anomalous attacks with fema fingerprints all over them have changed from being about islamic immigrants targeting special treatment groups to being about left wing extremists targeting whites republicans wonder what we have to look forward to in 
1,aw the people who worshipped the muslim marxist for years voted for the spiritcooking muslimbrotherhood saudisharia russia reset whore sparemetheoutrage maga speakfreely gabfam
0, well technically he was referring to a white bitch on go get it so ok
0, what about kahmiri hindu pandit when this kashmiri muslim genocide in milion hindu pandit migrant still spend their life as refugee hindu pandit kill many woman rapped by kashmiri muslim
1,today twitter features moments about everything from jaden smith at a ball to what happens inside your dishwasher when you turn it on no mention of an attorney general of new york beating women until their ears bleed though schneiderman 
0, the oversexualization of queer identities electric homophobic boogaloo
0,thoughts on day whatever of quarantine women in dog shows all look like amy klobuchar send tweet
1,that shit doesnt even make sense so yes for wetback lmao
1,my job is not to entertain you that nigger iq can not really be helped
1,typical nfl protester most likely prone to violence and debauchery acts self righteous two minutes then hops in back of limo with three hookers after game
0, lets see you retweeted and called me a weirdo ur clearly talkin to me unless u was side tweetin me like a faggot which one is it
1,it just going to go from one useless nigger to the next maybe the new one will have western backing and we can import refugees interesting to note that trump has been posting about game hunting in apefrica no doubt there behind the scene talks with the coup attempt
0,sometimes being a bitch is all a womans got left dolores claiborne best movie line ever
1,honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers
1,self loathing beta males become feminist to get their only chance at a hand job from a fat dyke who hates herself enough to give one to a gender she self proclaims she hates ugly fat ugly
1,it is deeply sad times to be a white european loving your continent culture both are being handed over to savages moslem invaders and you have to be on your knee loving respecting them 
1,black man kills a white child in a rap video nothing actually happens white man says nigger on a youtube video advertisers lose their minds and shoah him from the internet
0,thank god men and women are wired differently it makes life so much more interesting and when a man learns to listen to his wife and value her opinion his life is complimented by the uniqueness that is in his wife http manlytraining com
1,these your kike bosses too feldman is cernovichs bossman he the most anti white kike on twitter
1,black lives matter could literally kidnap torture and try and kill a helpless white retarded person and blm supporters would defend it oh wait a minute maga gabfam
1,do asians really eat dog flavor ramen
0,ice is deporting refugees to places that most have never set foot in i support cambodian communities rallying together across the nation to stop the raids and prevent ice from deporting refugee
0, honey they are the ghetto of all of gary 
1,all these socialist wanna be jew hating punk sissy faggots here on gab can kiss my ass suck on that ya salad tossers
0,the white boy in my english class just yelled good morning shut up chad
1,yeah they are not making fun tho they are acting like he legitimately meant cp and it making them look retarded and making people who are not joking about it look retarded and people who actually argue with them look retarded lol twitter is just a mess lately
0, adderall and inch shoe lifts
1,if that kike is whining and bitching i say make trump emperor for life
1,when did anyone say pansexual was a gender lmfao you stupid fucking moron learn what the fuck you are talking about before coming to my mentions again you uneducated nazi cunt
1, dumbass bitch accurate
1,swimming pool in novaky concentration camp these jews can claim holocaust pensions
0,told niggas i could not do nun for em and stopped hearing from em
1,it was in an attempt to find this sweat that i found out you are not a chink after all still do not know where to watch the stream and tbh do not know where to turn at this point
1,are these jews posing as arabs
0,the battery life on my iphone is a fucking joke i have been listening to spotify while i am at work and it down to 
1,every female in boston think they better than everybody else lmao bitch humble ya self you look fuckn ridiculous
0, i have worshipped her since i have memory bc it is my job as a queer
1,these fucking faggots be outta line son every year these mf get more comfortable and comfortable in disrespecting straight man like i will not slap the shit out of mf disrespecting me and best believe im out too dumb ass mf
1, straight but upper middle class and likes to be trendy probably has gay friends
1,this nigga austin smoke w his little work faggots everyday but never has a wood to match or anything niggas a weed mooch
1,aryan goddess taylor anti kike forcefield
0,retweet if you want to gain just follow everyone who retweets this and follow back whoever follows you 
1,i bet you just dislike sonicfox because he gay no i dislike him because he black
1,oh cause i thought a nigga who sound amp look gay said sum
1,i have niggas again this is ghetto
1,if a bus filled sand niggers has one empty seat goes off a cliff it what is that called waste of a seat
0,afghan refugees can stay in sindh till pm slected imran khan افغانیوں_کو_بھگاؤ
1,brian terry is a first cousin to a family friend believe me they have not forgotten that nigger holder
0,yes stay off the streets history shows that communists will escalate the violence far beyond what we have seen counter protests only give their media cohorts the opportunity to frame retaliation as instigation there are more effective ways to respond
0,aside from philly allentown harrisburg and south central pa spic cities pa is an absolute glorious dream when you get to the country specially western pa if you get away from everything it a perfect place to raise a family
0, yeah twitter without dark mode is not doable i could not tweet as much as i do if my eyes were being raped by a white screen
1,gross muslimes are against same sex attraction disorder sad yes against fruit cakes but man goats are ok sick bunch sharia my arse
1,when shariza appeasing may is sucking moslem cock does her husband brit fam
1, abortion is one of the big issues i have with the christ cucks could you image the us today with an extra million ghetto dindus the large drops in crime we saw in the 9 0 were due partly to abortion legalized in the 7 0
0,we are here we are queer we are sleepy goodnight
1,bitches be trynna act ghetto af talking extra loud with a mouth full of herpes 
1,to the downvoter do you deny this take a gander at posts regarding modern christians a k a cuckstians fake christians who put jews on a pedestal and promulgate a suicidal worship of the other many such cases
1,michael wickson pretty sure he a leaf and his mom gave him a spic baby brother haha
1,what do you call a chinaman with one leg tiwon shu
0, hell no except if he puts everything back the way it was before he came to the white house keep nat l parks pristine let immigrants out of cages etc and fire everyone he chose for any position then maybe
1,included your original post typical kike moves the goal post
0,sperm banks have allowed women who do not have the maturity and social skills to maintain long term relationships to reproduce
1,microchip admits to being a kike so his antipathy to christianity is basically genetic
1,iq nationalism leads to a jew asian bugocracy imposing miseries on heritage white americans that sound good to anyone but jews asians and their stepinfetchit swpl shitlib white lackeys
1,i hate to repeat the same thing but when dumb libtards learn race is not fucking muzz yid or christian one is natural born another choose or forced to be one
1,sheriff ed galt you know something amigo i think i just spotted a chink in your armor when you go down it going be over a skirt watching last man standing
1,if the united states is such a racist country that hates immigrants then why is it filled with so many racist immigrants who hate americans
0,customer can you help me find a foundation for my skin type me yes of course i do not wear foundation anymore myself bu c can you get me someone who knows what they are talking about bitch i have tried half the foundations in this store i just do not wear foundation
1,the fact that nigger women hate fags is problematic as is the real reason sheboons hate fags negro bucks are percent more likely to be or engage in faggotry they see fags as competition same reason they all hate white women whereas nigbucks see fags as opportunity
0,my wife said what do you want for your birthday i said ooo i do not know maybe a blowjob my wife gave me a wink and said i am sure something can be arranged i said ah brilliant here a list of women i d like you to ask
0, that muslim congress woman ilhan omar
0, non muslims living in neighbouring muslim countries are persecuted and they should be given refuge the refugees are by definition of two types political persecution religious persecution muslim illegal immigrants are not refugees
0,i never try and break up an argument between gay guys you never know when it may come to blows
0,thank you for your commitment to free speech as twitter regs tighten more refugees from that cursed hellhole will find a home here
0,keeping those crime stats in the ghetto low
1,i am shocked a known muslim commits a deadly terror attack next thing you know someone will tell me that gambling occurs in casinos
1,if muzzies saw the volume of pork b products they use every day they would shit twinkies
1,girls like bad boys because they are fun sociable and do not give a shit about them girls like gay men because they are fun sociable and do not give a shit about them i am seeing a link here are not all bad boys just closet homosexuals
1,ok so i was eating my lollipop and this nigger barto called me gay for this
0, i fucking hate you so much
1, love ebonics from nigger animals
1,yes please come to nyc and make me go poof lol let us see your snow nigger hillbilly ass try
0,a place that agreed the pubic is retarded and illiterate and needs representation no straight votes no democracy a republics says the aristocrats are holy holy holy and we are disgusting mud stompers lmao never only white people here do that do not tread on them
0,some of them are hot though when they catch you looking them over they get this kinda desperate pleading look in their eyes like where were you before i decided to dyke out
1, haha he thinks i m retarded asif id buy from some awful random
0,white people are so embarrassing saying that culture is a fucking concept that can be copied eye lit rally cannot comprehend anyways stream lit by oneus if you have a job
1, million white children raped by paki muslims in the uk covered up by the pm mps police councillors the war has been started by those people not doing their jobs so you drop dead eh
1,i am all about supporting trump on the issues that further our cause he extremely limited when it comes to wn activism though but he way better than following a mudshark whore like you want us to do
0,a friendly reminder that the un is looking for aspiring london based attorneys to represent refugees during legal proceedings
1,imagine thinking that fat dyke in dallas a better rb than kamara lmfao
1, shtu she can stay her in queens or d c and these illegal immigrants can go back home anytime they wish soft 
0, ah breitbart the go to news for all white supremacists maybe put your hood on and retweet this one
0,i need feminism because it justifies my choice not to marry and lead a family it also allows me easy access to porn and prostitutes i can also signal my superiority to christians by supporting gay marriage transgender nudity and late term abortion
0, na actually buddhist christian sikh jain and hindu all were refugees and were allowed by indian government so they are living here legally but bangladeshi illegal immigrants are not so that why he cleared the air that all those refugess will not be asked to leave
1,not people sand niggers one law for sand niggers i e they can do whatever they want one law for the natives i e they must let themselves be raped and killed and love it
0,kpoop am i rite they all look the same bro wack kpop kpop stans are over party kpop sucks
1, stop burning bread retard
0, i love my muslim brother 
0,anyone watching o reilly the swedish reporter anne sofie naslund is totally delusional pretty damn odd rape violence is up in sweden after they took in thousands of muslim refugees give me a break
0,yep and hot women like helicopter pilots too did you notice that both prince william and prince harry are chopper pilots we rotorheads have gone down in a lot of hairy places
1,so communist nigger journalist windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters
1,just another dumb nigger
1,gt never goes to the dentist gt guns are going to kill us all ok retard
1,kendall and harry are gay friends chill
1,i hate when pretty girls are bitchy like you had so much potential
0,owaisi crying rohingyas has never have tears for kashmiri hindu pundits killed tortured raped driven away from their homes with anouncements 4 m masjids support of rohingyas b deshi muslims is for change demography for muslim majority to turn india into hell hindus
0,i have this great idea of overcoming white people so we as africans empowering black economy
0,my sex drive retarded i wanna be nasty 
1,is it me or are bin men the most retarded people on earth
1,there a new untreatable syphilis in california that unstoppable with the queers and bisexuals aids hiv now syphilis queers infect the bisexuals of will be locked away soon hollywood will be dying also queers will travel to portland seattle ny chicago florida prostitutes will be infected gods way of cleansing the sewer people
1,is that wooly nappy headed nigger in the nfl still kneeling down in front of the white fans cuz that was kinda funny 
1,mudshark nigger whore brainwashed to equate self death with morality by kikes
1,cnnbreakingnews this afternoon at the g20 summit trump threw a used kleenex toward a wastepaper basket and missed it showed his continuing contempt for working men and women throughout the world and his continued denial of climate change sources inform us it was a russian brand of kleenex
0, zayn is a fucking god
1,nigger ricans too
1,good morning to everyone except politicians who favor the welfare of illegal immigrants over that of the american citizens they have sworn to protect maga
0,if i could work remotely full time woo a career a lifestyle the poor mentally unstable queer nigger agenda
1, he threw up a nazi salute there not amount of interpretation when it comes to the masses there is zero doubt in my mind richard spencer participated in a cointel plot to steal the news cycle from trump possibly incite further violence
1,jews how dare trump say shithole he calling those foreign immigrants shit that antithetical to the statue of liberty poem normiecon but the poem calls them wretched refuse that sounds a lot like shit tbh i am beginning to think your goal is to import shit jews anti semite
0, no muslim country have nuclears other than pakistan
1,this yr old nigger conyers retired today after a gazillion years of groping women and acting like a nigger he wants his niglet son to replace him what a fucking nigger
1,not including nigger households
1,islam is a religion full of paedophiles and thick as shit sand niggers
0,life a bitch then you die sums it up for everyone 
0, happy birthday muzzy thanks for being you 
1,ok good night mr kike faggot sleep tight
0,do not kill yourself my sister if he wants doggy style let him bark first 
1,i fuck bitches better watch your hoe
1,is it just me or is the world going to hell in a hand basket canada is truly in the shit trudeau is letting refugees in all over the place attacks by refugees are happening in canada and msm not covering it
1,the day of the rope you stupid fucking nazi faggots are delusional let review shall we here a headline of nazis becoming good nazis
0, so you re saying i m a freak but it okay it doesn t fit my shoe 
1,i am a lying faggot that moves the goal post
1,whites and asians have developed the frontal lobes needed for collaboration due to harsh conditions unkown to our hominid ancestors blacks have yet to evolve such traits because of evolving in conditions identical to prehuman ancestors
0,i stand with the muslim community 
1,melbourne single shade of islam this was the terrorist yacqub khayre note that he not wearing arab or moslem clothes he literally looks like he going to a club and probably pays his bills like other australians but he fought for terrorists that taqiya that islam
1, cloud is a faggot
0,since campaigning began two months ago more than civilians have been killed and at least injured in election related violence there is a reason the taliban want to control democracy
1,leonardo divinci was a nigger i did not know that the cell phone they claim was not even the first cell phone to call between different railroad cars hooked up to each other
1,all over the raghead in times square was shown as white on his arrest form numerous examples from fl tx ca ny
1,you do not think it the fact that you sound like a whiny wheezy nasally libtard right now calling you a kike faggot does not make someone a nazi kikefag that an insult to real nazis
1, i am gonna guess he dindu nuffin
1,they could not find actresses to make this turkey and why are there no negresses in this what about that gorilless that got milo banned from twitter wasn t she available
0,same insanity from a homosexual man
1,mm o no hollywood ever niggers treater
0,fought so hard to the other day an trump supporter says here niggers brung gay in 1 9 8 0 wanted to get ha but 
0, not as sad as i am that we have an anti democracy white supremacist racist anti refugee hater of the poor and weak islamaphobe hater pres who is weakening the usa and adding to the destruction of the environment and national monuments
1, how was uri i heard it was filled with hyper toxic nationalism and burned jihadis and lefties ass
1,welcome to deep america move impoverished than any black inner city less government programs and welfare than any ghetto crippled by an opioid epidemic yet it still safe for women to walk alone at night in public the statistics are clear race matters
0, actually he insulted me first you on the left bitch and call us racist just because we do not believe in allowing illegal immigrants into this country you people really need help
1,hey fellow white man never trust the jews
1,huma is a muzrat spy married to a congressman and advising killary
1,way to go ahmed maybe all sand niggers are not completely wo their uses it like i always say my war will be on the last semite standing
0,pussy ass nigga i am with the smoke and hope you follow me
0,ok how can i print in black and white when cyan has run out my son needs to print his homework help and quickly please
0,having a period every month is so ghetto
0,they all look like jane pittman wow lol
0,a century or so of trying to solve stupidity with schooling poverty with government handouts violence with gun control and bad race relations with forced integration demonstrably has not worked something that a ten minute drive around your local black ghetto if you dare will show you
0, we do not want illegal muslim immigrants so what wrong in that he has been elected for it
1,hardly whitesharia is not sandnigger sharia the latter is a cheap knockoff of the former aryans have been patriarchal since before they poured out of the ukraine to conquer europe india and the near east
1,seeing niglets playing niggerball in the middle of the street is just part and parcel of living in a multiracial society
0,forgive ne bit isnt the uk white like south africa is black shes a bit racist i think toward white ppl although shes attempting to appear impartial what chance have we got when ppl like her are disingenuous gmb 
1,do not worry as long as there are two people in the world there will be war just look at how christians want to shed black and muslim blood just to keep america bleached
0,for years genderist gay men have watched the lesbian community be pressured into denying female homosexuality and centering males and they did not give a shit but now that it finally their turn to deny their sexuality they suddenly have a problem okay
1,if only the kike loving shabbos goys would follow your advice dude
0, you used the term arab to describe all moslems i pointed out not all arabs are moslems and not all moslems are arabs and you got butthurt runalongsnowflake
0,no homo we smokin penises
0,how can men even deny the the queer wage gap just wanna kill myself
1, asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy
1,islam see to be only doing aweful things no wonder we do not want to do with that even a few good peeps are among them i doubt the ideoligy of the islam is good for peeps more bad for humans
1,you know that those catalonians are all muslim sand niggers that want to create their own sand nigger state in europe right
0, we counting women too
0, i m actually an arab muslim and i hate spicy food so many ppl don t know that lmao
1, anyone in your life who thinks it wrong to uncover pedophilia and provide that info to law enforcement have them babysit your kids you will find out who the real retard is
1,do not ban islam just make supporting political islam embarrassing if you do support it you are labelled a parvenu a numbskull a thicko a moron make it not just unacceptable but laughable virgins in heaven for killing virgins how stupid are you you poor thing manchester
1,whoever has been desperately trying to fire up a race war in america must not realize how decent patient accepting and forgiving us white devils really are up until the point where somebody does something unforgivable like using us as the scapegoat for your history of horrible decisions
0,righto he should change that hillbilly name of his boss hogg indeed
1,swan of tuonela muslim ghetto experience in the vibrant diversity of a stockholm immigrant neighborhood of rats beggars boarded windows
0,kanye performing in a room full of white folks because they are the ones that purchased the tickets lol
0, i can not believe reid uses the words negro dialect in his personal vocabulary
1,this vile racist ghetto ass dumber than a retarded tree snail woman could not win the presidency of the neighborhood poo picker uppers organization
0, only a tiny minority of trans even have a grc effectively self id is already practised and women and girls have already been raped in prisons changing rooms etc so what is your solution to this problem
0, no do not kill yourself this event would be a sad loss for the necron community
1,why was afraid of because raped when it was 
1,i also call for all canadian to boycott muslim businesses no canadian should support filthy muslim pedophiles their determination to subjugate murder all christians replace our white population with shit skin muslims
1,fellow capitalist if youve been called nazi by the enemy you are welcome here
1,this just makes reby look even more like a bitch smh
1,fuk every jew u are part of the bolshevik jews that killed million christians fuk u dog shit
1,i would not mind bitch slapping him around for several minutes that for sure
0,being on some app store being some bigtech bitch can be banned anytime lose of revenue long approval process in the best case do not progressive web apps being apple bitch
0,sounds like moslem men have no self control whatsoever
1,on the advice of kike snake in law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley and tonight was the predictable result
1,woke up to ncr propaganda spray painted onto my trailer this means war kimball you gay faggot
0,white guy it a witch hunt white guy they are a lynch mob white guy in that country they throw faggots off of rooftops
0,hahahahahahahahahaha and with that the retarded coward fades into the distance screaming i really won you know i am guessing a morbidly overweight teen dressed up like an australian nightmare living with grandma
1,generally speaking greater supply means lower demand means lower wages whatnot also generally speaking people saying everyone can code are faggots reciting an inane platitude and acting in complete disregard of actual future labor market conditions typically to the detriment of white people
1,i am not surprised thousands of iq sand niggers lack the intelligence to understand what a malthusian trap is i look forward to the days when egyptian arabs have to resort to slaughtering millions of niggers just so they have enough fresh water to drink
0, i mean multiple women raped and assaulted just is not enough to give up power
0, parts of india are awful but immigrants do not become western because they will in the west ppl forget that
1,a shitpost does not equate to starting a topic just to spew random statements and you are defending the fucking sand niggers of iran you disgust me a good muslim is a mutilated and dead muslim end of discussion deusvult
0, they might as well of added all immigrants considered no crb checks required
1,the good thing about the nazi dumbasses is they hold their national convention in a phone booth for you young dumbass nazis that a little bitty space i have heard you can get people in one
0,yes and no the real issue is redistribution of wealth ideally all immigrants would initially be ineligible for food stamps health insurance etc in ca proposition187 did that it passed by points only to be overturned by the surprise 9 thcircuit starvethebeast fix the problem
1,so i am new to gab have high hopes for it to be a good app but right off the bat unknown women offer me sex ugh disgusting 
1,me and are looking for asians one under age for me the other for badger be a baddie or you aint in 
1,what a f cking kike dirty trick white nationalism is normal and healthy for european societies and countries i can hardly wait till their filthy slimy rat kike blood flows thick in the streets
0, is you are jihadi who is funded by my money if not than who hell you are trying to say
1,just give me a couple minits with this racist cocksucker in a ghetto alley a real fuckin pig parasite of black people true and factual carrion bastard
1,can not trust a bitch that follower her friend like a pet
1,joke lizard people control the world look at this pic broke jews control the world and the lizard look is just how jews look woke jews control the world and are transforming into lizard people through concentrated sin sloke we are all lizards that were tricked into thinking we are apes
1,shoutout to every cishet man who had a crush on me you all are faggots
1,this waffin ss ghetto punk would have been worse
0,any news on that nigga lorenzo when he hitting uk
1,welp another day zuck cuck they really hate the word faggot over there at the hook of faces
0, take ya nigger ass to bed
1, so how do you feel about camel jockey and those terms
1,typical pos nigger
0,taehyung i really like rm the world this bitch think he special 
1,welp i am in a drunken psychotic rage if you are a thot and or a nigger please lock youself up for teh night just a prank bro
1,lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit
1,duterte said he would sort out brighton you gotta get the best to do the job do not care if you are chink paki nigga can you do the task
1,yea i bet a white nationalist is a real big traitor or maybe i do not like a kike puppet who doing nothing on immigration you retard
0,go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 
1,we had a day with immigrants mexicans literally nothing what about days without other groups a day w o asians car accidents fall to all time low math left unsolved
0, murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it
1,believe or not that one of the lucky niglets
0, white supremacy and white ethnonationalism are not actually interchangeable white separatists that discuss race realism and average iqs and overall economic success of races will tell you jews and asians rank well above whites
1,a kike and an infamous boy buggering faggot every single time
0, i thought they were not a threat and immigrants were great though
1, i fucking hate white liberals
1,back in the when thousands sat in lines to get gas we had an expression for the arabs that were hoarding their oil sandniggers some how describing the moslem menace we are facing today that same descriptor fits rather well
1,konya was right there he could have put a karote chop on trump and been the greatest nigger of all times but he pussied out the majority of all the wounded niggers in ww1 ww2 korea and nam were hit in the back from running away
0,nominations for talking shuts shithouse of the week fat frank and the derby piss pot and messrs morris white and bent for saying fuck all
1,i just want louisiana twitter to know that you niggers are the sole reason disney do not wanna buy twitter it all right here on tl
1,first i am hearing of it i will check it out later tonight hungry for a nigger leg although i am not sure if halal certified
0,i am ctfu every time someone quotes i do not mind by usher on the tl why do white girls kinda own tik tok
0, but isn t the driver literally a cuck he invested himself in raising a half nonwhite child that wasn t his
1,if cantwell really was ratting out wns i do not think he d be stupid enough to announce it i am hoping he has some information on antifa and the actions of cville that have been suppressed so far that can lead to putting all those faggots in prison
1,if a bunch of desert fantasy tales can make white men fight each other then ethnicity and race can not be that interesting racial loyalty only benefits women since men always pass on their genes regardless of who they mate with
0, is gay lol
1,it just a bunch of roided up monkeys jumping and running around why pay for it when you can go into any ghetto and see the same shit
0, also do not jews count as white i mean they still get shit on alot
1,really had to bite my tongue tonight at my bible study we are going over the readings and gospel for sunday and i am just like let me tell you bout them jews mane dual covenant is a lie and philosemites need to be stopped
0,my coworkers saw an ugly side of me today thanks to everyone who listened to me bitch today tho ily 
0, if ca stopped paying out in tax dollars for illegal aliens there d be plenty of money to help homeless us citizens
0, especially in his racist meltdown where he started calling people the n word for not supporting star citizen he also called people faggots in that meltdown as well
0,the biggest thing i am worried about is trump affiliation with the nra and his threat that there could be divide in this country over an ideological civil war the president is tearing this country apart presidents really should not do that i d hate to shoot a redneck
1,andy dalton is a fucking bitch disgrace to the name
0, do not kill yourself over a job that will replace you in a heartbeat if you died prioritize yourself over any job
1, he angry because he strenuously applied for covfefe boy not errand boy wandering all over shithole countries like a singing minstrel trying to save a lardass
1, another pakistani jihadi hiding behind a fake name
0,i knew rita mae brown when i lived in virginia she is the queen of the one liners my favorite always will be a dyke is a lesbian lady who just left the room her books are a wonderful escape from reality
0,it impossible to be racist against white devils well is not that convenient otherwise the people subscribing to this logic abortion would be massive gaping racists and by their own demands would have to be executed for thoughtcrimes whew dodged a bullet
0,a lot of white men from texas are currently offering unsolicited coaching advice to their significant others colts texans
0,i get what you all females be saying now literally me and a whole woman were telling this nigga his approach to women is weird af and the nigga is still in denial
0,shut up bitch i dont give a fuck
1,louis farrakhan is a retarded faggot
0,say fellas did somebody mention the door to darkness camera pans to a black coat clad mickey mouse
